"sess","id","whole","time","where","day","sessname"
123,666,"local feature selection in varying-coefficient models lan xue, oregon state university university of illinois, urbana-champaign national institutes of health xinxin shu and peibei shi*, colin o. wu, national heart, lung and blood institute, annie qu, university of illinois, urbana-champaign","11:00","Atlantic Room (3rd Floor)","Wednesday, March 19","123. contributed papers: variable subset selection"
123,667,"structured feature selection for longitudinal biomarker data anthony v. pileggi* and brent a. johnson, emory dubois bowman, columbia university university","11:15","Atlantic Room (3rd Floor)","Wednesday, March 19","123. contributed papers: variable subset selection"
123,668,"parsimonious covariate and conditional-mean model selection with multiple candidate predictors greg dirienzo*, state university of new york at albany","11:30","Atlantic Room (3rd Floor)","Wednesday, March 19","123. contributed papers: variable subset selection"
124,670,"124. contributed papers: high dimensional data in genetics and genomics institutes of health expression data sets university concordant integrative analysis of multiple gene fanni zhang* and yinglei lai, the george washington","11:45","Chasseur Room (3rd Floor)","Wednesday, March 19","124. contributed papers: high dimensional data in genetics and genomics"
124,671,"strategies for developing prediction models from genome-wide association studies jincao wu*, ruth m. pfeiffer and mitchell h. gail, national cancer institute, national institutes of health","10:30","Chasseur Room (3rd Floor)","Wednesday, March 19","124. contributed papers: high dimensional data in genetics and genomics"
124,672,"a penalized multi-trait mixed model for association mapping in pedigree-based gwas jin liu*, university of illinois, chicago xingjie shi, shanghai university of finance and cong li, yale university hongyu zhao and shuangge ma, yale university can yang, yale university economics, china jian huang, university of iowa","10:45","Chasseur Room (3rd Floor)","Wednesday, March 19","124. contributed papers: high dimensional data in genetics and genomics"
124,673,"a mixture of experts approach for the analysis of snp data julia schiffner* and holger schwender, heinrich-heine-universitaet duesseldorf","11:00","Chasseur Room (3rd Floor)","Wednesday, March 19","124. contributed papers: high dimensional data in genetics and genomics"
124,674,"joint estimation of multiple dependent gaussian graphical models yuying xie n, yufeng liu and william valdar, university of north carolina, chapel hill","11:15","Chasseur Room (3rd Floor)","Wednesday, March 19","124. contributed papers: high dimensional data in genetics and genomics"
124,675,"gateau differential boosting for analysis of gene effects and gene-gene interaction kevin he*, yi li and ji zhu, university of michigan","11:30","Chasseur Room (3rd Floor)","Wednesday, March 19","124. contributed papers: high dimensional data in genetics and genomics"
124,676,"d_cdf test of negative log transformed p-values with application to genetic pathway analysis hongying dai*, children’s mercy hospital 96 enar 2014 | spring meeting | march 16–19 richard charnigo, university of kentucky * = presenter | n = student award winner","12:00","Chasseur Room (3rd Floor)","Wednesday, March 19","124. contributed papers: high dimensional data in genetics and genomics"
125,677,"125. contributed papers: tools for survival analysis pseudo-value approach for comparing survival kwang woo ahn*, medical college of wisconsin institute of aerospace medicine, germany medians for dependent data franco mendolia, german aerospace center,","12:00","Grand Ballroom VIII (3rd Floor)","Wednesday, March 19","125. contributed papers: tools for survival analysis"
125,678,"robust prediction of cumulative incidence function under non-proportional subdistribution hazards university of pittsburgh qing liu* and chung-chou h chang,","10:30","Grand Ballroom VIII (3rd Floor)","Wednesday, March 19","125. contributed papers: tools for survival analysis"
125,679,"dynamics model of diabetes disease progression to end-stage-renal disease and mortality ying jiang, nathaniel osgood, roland dyck and hyun j. lim*, university of saskatchewan, canada","10:45","Grand Ballroom VIII (3rd Floor)","Wednesday, March 19","125. contributed papers: tools for survival analysis"
125,680,"on the consistency of maximum likelihood estimators for the three parameter lognormal distribution nancy flournoy, university of missouri, columbia haiying wang*, university of new hampshire","11:00","Grand Ballroom VIII (3rd Floor)","Wednesday, March 19","125. contributed papers: tools for survival analysis"
125,681,"regression when the predictor may be censored david oakes*, university of rochester","11:15","Grand Ballroom VIII (3rd Floor)","Wednesday, March 19","125. contributed papers: tools for survival analysis"
125,682,"nonparametric discrete survival function estimation with uncertain endpoints using an internal validation subsample university of pennsylvania perelman school of medicine jarcy zee* and sharon x. xie,","11:30","Grand Ballroom VIII (3rd Floor)","Wednesday, March 19","125. contributed papers: tools for survival analysis"
125,683,"a new flexible association measure for semi-competing risks jing yang* and limin peng, emory university","11:45","Grand Ballroom VIII (3rd Floor)","Wednesday, March 19","125. contributed papers: tools for survival analysis"
126,684,"126. contributed papers: meta-analysis","12:00","Grand Ballroom IV (3rd Floor)","Wednesday, March 19","126. contributed papers: meta-analysis"
126,685,"estimation of treatment effects in matched- pair cluster randomized trials by calibrating covariate imbalance between clusters hopkins bloomberg school of public health school of public health and u.s. census bureau school of public health zhenke wu* and constantine e. frangakis, johns thomas a. louis, johns hopkins bloomberg daniel o. scharfstein, johns hopkins bloomberg","10:30","Grand Ballroom IV (3rd Floor)","Wednesday, March 19","126. contributed papers: meta-analysis"
126,686,"a unification of models for meta-analysis of diagnostic accuracy studies without a gold standard science center at houston yulun liu* and yong chen, university of texas health haitao chu, university of minnesota","10:45","Grand Ballroom IV (3rd Floor)","Wednesday, March 19","126. contributed papers: meta-analysis"
126,687,"meta-analysis methods for combining multiple expression profiles: comparisons, statistical characterization and an application guideline university of pittsburgh lun-ching chang*, hui-min lin and george c. tseng,","11:00","Grand Ballroom IV (3rd Floor)","Wednesday, March 19","126. contributed papers: meta-analysis"
126,688,"investigation on adaptively weighted evidence aggregation meta-analysis methods shaowu tang* and george c. tseng, university of pittsburgh","11:15","Grand Ballroom IV (3rd Floor)","Wednesday, March 19","126. contributed papers: meta-analysis"
126,689,"bayesian hierarchical models for network metaanalysis incorporating nonignorable missingness jing zhang n, haitao chu, hwanhee hong guoxing greg soon, u.s. food and drug administration university of minnesota and james d. neaton, university of minnesota beth a. virnig and bradley p. carlin,","11:30","Grand Ballroom IV (3rd Floor)","Wednesday, March 19","126. contributed papers: meta-analysis"
